source_counterparty_id,relationship_type,target_id,metric
CP-02225,TransactedWith,CP-02242,102225
CP-02225,UltimateBeneficialOwner,P-01025,1
CP-02226,TransactedWith,CP-02243,102226
CP-02226,UltimateBeneficialOwner,P-01026,1
CP-02227,TransactedWith,CP-02244,102227
CP-02227,UltimateBeneficialOwner,P-01027,1
CP-02228,TransactedWith,CP-02245,102228
CP-02228,UltimateBeneficialOwner,P-01028,1
CP-02229,TransactedWith,CP-02246,102229
CP-02229,UltimateBeneficialOwner,P-01029,1
CP-02230,TransactedWith,CP-02247,102230
CP-02230,UltimateBeneficialOwner,P-01030,1
CP-02231,TransactedWith,CP-02248,102231
CP-02231,UltimateBeneficialOwner,P-01031,1
CP-02232,TransactedWith,CP-02249,102232
CP-02232,UltimateBeneficialOwner,P-01032,1
CP-02233,TransactedWith,CP-02250,102233
CP-02233,UltimateBeneficialOwner,P-01033,1
CP-02234,TransactedWith,CP-02251,102234
CP-02234,UltimateBeneficialOwner,P-01034,1
CP-02235,TransactedWith,CP-02252,102235
CP-02235,UltimateBeneficialOwner,P-01035,1
CP-02236,TransactedWith,CP-02253,102236
CP-02236,UltimateBeneficialOwner,P-01036,1
CP-02237,TransactedWith,CP-02254,102237
CP-02237,UltimateBeneficialOwner,P-01037,1
CP-02238,TransactedWith,CP-02255,102238
CP-02238,UltimateBeneficialOwner,P-01038,1
CP-02239,TransactedWith,CP-02256,102239
CP-02239,UltimateBeneficialOwner,P-01039,1
CP-02240,TransactedWith,CP-02257,102240
CP-02240,UltimateBeneficialOwner,P-01040,1
CP-02241,TransactedWith,CP-02258,102241
CP-02241,UltimateBeneficialOwner,P-01041,1
CP-02242,TransactedWith,CP-02259,102242
CP-02242,UltimateBeneficialOwner,P-01042,1
CP-02243,TransactedWith,CP-02260,102243
CP-02243,UltimateBeneficialOwner,P-01043,1
CP-02244,TransactedWith,CP-02261,102244
CP-02244,UltimateBeneficialOwner,P-01044,1
CP-02245,TransactedWith,CP-02262,102245
CP-02245,UltimateBeneficialOwner,P-01045,1
CP-02246,TransactedWith,CP-02263,102246
CP-02246,UltimateBeneficialOwner,P-01046,1
CP-02247,TransactedWith,CP-02264,102247
CP-02247,UltimateBeneficialOwner,P-01047,1
CP-02248,TransactedWith,CP-02265,102248
CP-02248,UltimateBeneficialOwner,P-01048,1
CP-02249,TransactedWith,CP-02266,102249
CP-02249,UltimateBeneficialOwner,P-01049,1
CP-02250,TransactedWith,CP-02267,102250
CP-02250,UltimateBeneficialOwner,P-01050,1
CP-02251,TransactedWith,CP-02268,102251
CP-02251,UltimateBeneficialOwner,P-01051,1
CP-02252,TransactedWith,CP-02269,102252
CP-02252,UltimateBeneficialOwner,P-01052,1
CP-02253,TransactedWith,CP-02270,102253
CP-02253,UltimateBeneficialOwner,P-01053,1
CP-02254,TransactedWith,CP-02271,102254
CP-02254,UltimateBeneficialOwner,P-01054,1
CP-02255,TransactedWith,CP-02272,102255
CP-02255,UltimateBeneficialOwner,P-01055,1
CP-02256,TransactedWith,CP-02273,102256
CP-02256,UltimateBeneficialOwner,P-01056,1
CP-02257,TransactedWith,CP-02274,102257
CP-02257,UltimateBeneficialOwner,P-01057,1
CP-02258,TransactedWith,CP-02275,102258
CP-02258,UltimateBeneficialOwner,P-01058,1
CP-02259,TransactedWith,CP-02276,102259
CP-02259,UltimateBeneficialOwner,P-01059,1
CP-02260,TransactedWith,CP-02277,102260
CP-02260,UltimateBeneficialOwner,P-01060,1
CP-02261,TransactedWith,CP-02278,102261
CP-02261,UltimateBeneficialOwner,P-01061,1
CP-02262,TransactedWith,CP-02279,102262
CP-02262,UltimateBeneficialOwner,P-01062,1
CP-02263,TransactedWith,CP-02280,102263
CP-02263,UltimateBeneficialOwner,P-01063,1
CP-02264,TransactedWith,CP-02281,102264
CP-02264,UltimateBeneficialOwner,P-01064,1
CP-02265,TransactedWith,CP-02282,102265
CP-02265,UltimateBeneficialOwner,P-01065,1
CP-02266,TransactedWith,CP-02283,102266
CP-02266,UltimateBeneficialOwner,P-01066,1
CP-02267,TransactedWith,CP-02284,102267
CP-02267,UltimateBeneficialOwner,P-01067,1
CP-02268,TransactedWith,CP-02285,102268
CP-02268,UltimateBeneficialOwner,P-01068,1
CP-02269,TransactedWith,CP-02286,102269
CP-02269,UltimateBeneficialOwner,P-01069,1
CP-02270,TransactedWith,CP-02287,102270
CP-02270,UltimateBeneficialOwner,P-01070,1
CP-02271,TransactedWith,CP-02288,102271
CP-02271,UltimateBeneficialOwner,P-01071,1
CP-02272,TransactedWith,CP-02289,102272
CP-02272,UltimateBeneficialOwner,P-01072,1
CP-02273,TransactedWith,CP-02290,102273
CP-02273,UltimateBeneficialOwner,P-01073,1
CP-02274,TransactedWith,CP-02291,102274
CP-02274,UltimateBeneficialOwner,P-01074,1
CP-02275,TransactedWith,CP-02292,102275
CP-02275,UltimateBeneficialOwner,P-01075,1
CP-02276,TransactedWith,CP-02293,102276
CP-02276,UltimateBeneficialOwner,P-01076,1
CP-02277,TransactedWith,CP-02294,102277
CP-02277,UltimateBeneficialOwner,P-01077,1
CP-02278,TransactedWith,CP-02295,102278
CP-02278,UltimateBeneficialOwner,P-01078,1
CP-02279,TransactedWith,CP-02296,102279
CP-02279,UltimateBeneficialOwner,P-01079,1
CP-02280,TransactedWith,CP-02297,102280
CP-02280,UltimateBeneficialOwner,P-01080,1
CP-02281,TransactedWith,CP-02298,102281
CP-02281,UltimateBeneficialOwner,P-01081,1
CP-02282,TransactedWith,CP-02299,102282
CP-02282,UltimateBeneficialOwner,P-01082,1
CP-02283,TransactedWith,CP-02300,102283
CP-02283,UltimateBeneficialOwner,P-01083,1
CP-02284,TransactedWith,CP-02301,102284
CP-02284,UltimateBeneficialOwner,P-01084,1
CP-02285,TransactedWith,CP-02302,102285
CP-02285,UltimateBeneficialOwner,P-01085,1
CP-02286,TransactedWith,CP-02303,102286
CP-02286,UltimateBeneficialOwner,P-01086,1
CP-02287,TransactedWith,CP-02304,102287
CP-02287,UltimateBeneficialOwner,P-01087,1
CP-02288,TransactedWith,CP-02305,102288
CP-02288,UltimateBeneficialOwner,P-01088,1
CP-02289,TransactedWith,CP-02306,102289
CP-02289,UltimateBeneficialOwner,P-01089,1
CP-02290,TransactedWith,CP-02307,102290
CP-02290,UltimateBeneficialOwner,P-01090,1
CP-02291,TransactedWith,CP-02308,102291
CP-02291,UltimateBeneficialOwner,P-01091,1
CP-02292,TransactedWith,CP-02309,102292
CP-02292,UltimateBeneficialOwner,P-01092,1
CP-02293,TransactedWith,CP-02310,102293
CP-02293,UltimateBeneficialOwner,P-01093,1
CP-02294,TransactedWith,CP-02311,102294
CP-02294,UltimateBeneficialOwner,P-01094,1
CP-02295,TransactedWith,CP-02312,102295
CP-02295,UltimateBeneficialOwner,P-01095,1
CP-02296,TransactedWith,CP-02313,102296
CP-02296,UltimateBeneficialOwner,P-01096,1
CP-02297,TransactedWith,CP-02314,102297
CP-02297,UltimateBeneficialOwner,P-01097,1
CP-02298,TransactedWith,CP-02315,102298
CP-02298,UltimateBeneficialOwner,P-01098,1
CP-02299,TransactedWith,CP-02316,102299
CP-02299,UltimateBeneficialOwner,P-01099,1
CP-02300,TransactedWith,CP-02317,102300
CP-02300,UltimateBeneficialOwner,P-01100,1
CP-02301,TransactedWith,CP-02318,102301
CP-02301,UltimateBeneficialOwner,P-01101,1
CP-02302,TransactedWith,CP-02319,102302
CP-02302,UltimateBeneficialOwner,P-01102,1
CP-02303,TransactedWith,CP-02320,102303
CP-02303,UltimateBeneficialOwner,P-01103,1
CP-02304,TransactedWith,CP-02321,102304
CP-02304,UltimateBeneficialOwner,P-01104,1
CP-02305,TransactedWith,CP-02322,102305
CP-02305,UltimateBeneficialOwner,P-01105,1
CP-02306,TransactedWith,CP-02323,102306
CP-02306,UltimateBeneficialOwner,P-01106,1
CP-02307,TransactedWith,CP-02324,102307
CP-02307,UltimateBeneficialOwner,P-01107,1
CP-02308,TransactedWith,CP-02325,102308
CP-02308,UltimateBeneficialOwner,P-01108,1
CP-02309,TransactedWith,CP-02326,102309
CP-02309,UltimateBeneficialOwner,P-01109,1
CP-02310,TransactedWith,CP-02327,102310
CP-02310,UltimateBeneficialOwner,P-01110,1
CP-02311,TransactedWith,CP-02328,102311
CP-02311,UltimateBeneficialOwner,P-01111,1
CP-02312,TransactedWith,CP-02329,102312
CP-02312,UltimateBeneficialOwner,P-01112,1
CP-02313,TransactedWith,CP-02330,102313
CP-02313,UltimateBeneficialOwner,P-01113,1
CP-02314,TransactedWith,CP-02331,102314
CP-02314,UltimateBeneficialOwner,P-01114,1
CP-02315,TransactedWith,CP-02332,102315
CP-02315,UltimateBeneficialOwner,P-01115,1
CP-02316,TransactedWith,CP-02333,102316
CP-02316,UltimateBeneficialOwner,P-01116,1
CP-02317,TransactedWith,CP-02334,102317
CP-02317,UltimateBeneficialOwner,P-01117,1
CP-02318,TransactedWith,CP-02335,102318
CP-02318,UltimateBeneficialOwner,P-01118,1
CP-02319,TransactedWith,CP-02336,102319
CP-02319,UltimateBeneficialOwner,P-01119,1
CP-02320,TransactedWith,CP-02337,102320
CP-02320,UltimateBeneficialOwner,P-01120,1
CP-02321,TransactedWith,CP-02338,102321
CP-02321,UltimateBeneficialOwner,P-01121,1
CP-02322,TransactedWith,CP-02339,102322
CP-02322,UltimateBeneficialOwner,P-01122,1
CP-02323,TransactedWith,CP-02340,102323
CP-02323,UltimateBeneficialOwner,P-01123,1
CP-02324,TransactedWith,CP-02341,102324
CP-02324,UltimateBeneficialOwner,P-01124,1
CP-02325,TransactedWith,CP-02342,102325
CP-02325,UltimateBeneficialOwner,P-01125,1
CP-02326,TransactedWith,CP-02343,102326
CP-02326,UltimateBeneficialOwner,P-01126,1
CP-02327,TransactedWith,CP-02344,102327
CP-02327,UltimateBeneficialOwner,P-01127,1
CP-02328,TransactedWith,CP-02345,102328
CP-02328,UltimateBeneficialOwner,P-01128,1
CP-02329,TransactedWith,CP-02346,102329
CP-02329,UltimateBeneficialOwner,P-01129,1
CP-02330,TransactedWith,CP-02347,102330
CP-02330,UltimateBeneficialOwner,P-01130,1
CP-02331,TransactedWith,CP-02348,102331
CP-02331,UltimateBeneficialOwner,P-01131,1
CP-02332,TransactedWith,CP-02349,102332
CP-02332,UltimateBeneficialOwner,P-01132,1
CP-02333,TransactedWith,CP-02350,102333
CP-02333,UltimateBeneficialOwner,P-01133,1
CP-02334,TransactedWith,CP-02351,102334
CP-02334,UltimateBeneficialOwner,P-01134,1
CP-02335,TransactedWith,CP-02352,102335
CP-02335,UltimateBeneficialOwner,P-01135,1
CP-02336,TransactedWith,CP-02353,102336
CP-02336,UltimateBeneficialOwner,P-01136,1
CP-02337,TransactedWith,CP-02354,102337
CP-02337,UltimateBeneficialOwner,P-01137,1
CP-02338,TransactedWith,CP-02355,102338
CP-02338,UltimateBeneficialOwner,P-01138,1
CP-02339,TransactedWith,CP-02356,102339
CP-02339,UltimateBeneficialOwner,P-01139,1
CP-02340,TransactedWith,CP-02357,102340
CP-02340,UltimateBeneficialOwner,P-01140,1
CP-02341,TransactedWith,CP-02358,102341
CP-02341,UltimateBeneficialOwner,P-01141,1
CP-02342,TransactedWith,CP-02359,102342
CP-02342,UltimateBeneficialOwner,P-01142,1
CP-02343,TransactedWith,CP-02360,102343
CP-02343,UltimateBeneficialOwner,P-01143,1
CP-02344,TransactedWith,CP-02361,102344
CP-02344,UltimateBeneficialOwner,P-01144,1
CP-02345,TransactedWith,CP-02362,102345
CP-02345,UltimateBeneficialOwner,P-01145,1
CP-02346,TransactedWith,CP-02363,102346
CP-02346,UltimateBeneficialOwner,P-01146,1
CP-02347,TransactedWith,CP-02364,102347
CP-02347,UltimateBeneficialOwner,P-01147,1
CP-02348,TransactedWith,CP-02365,102348
CP-02348,UltimateBeneficialOwner,P-01148,1
CP-02349,TransactedWith,CP-02366,102349
CP-02349,UltimateBeneficialOwner,P-01149,1
CP-02350,TransactedWith,CP-02367,102350
CP-02350,UltimateBeneficialOwner,P-01150,1
CP-02351,TransactedWith,CP-02368,102351
CP-02351,UltimateBeneficialOwner,P-01151,1
CP-02352,TransactedWith,CP-02369,102352
CP-02352,UltimateBeneficialOwner,P-01152,1
CP-02353,TransactedWith,CP-02370,102353
CP-02353,UltimateBeneficialOwner,P-01153,1
CP-02354,TransactedWith,CP-02371,102354
CP-02354,UltimateBeneficialOwner,P-01154,1
CP-02355,TransactedWith,CP-02372,102355
CP-02355,UltimateBeneficialOwner,P-01155,1
CP-02356,TransactedWith,CP-02373,102356
CP-02356,UltimateBeneficialOwner,P-01156,1
CP-02357,TransactedWith,CP-02374,102357
CP-02357,UltimateBeneficialOwner,P-01157,1
CP-02358,TransactedWith,CP-02375,102358
CP-02358,UltimateBeneficialOwner,P-01158,1
CP-02359,TransactedWith,CP-02376,102359
CP-02359,UltimateBeneficialOwner,P-01159,1
CP-02360,TransactedWith,CP-02377,102360
CP-02360,UltimateBeneficialOwner,P-01160,1
CP-02361,TransactedWith,CP-02378,102361
CP-02361,UltimateBeneficialOwner,P-01161,1
CP-02362,TransactedWith,CP-02379,102362
CP-02362,UltimateBeneficialOwner,P-01162,1
CP-02363,TransactedWith,CP-02380,102363
CP-02363,UltimateBeneficialOwner,P-01163,1
CP-02364,TransactedWith,CP-02381,102364
CP-02364,UltimateBeneficialOwner,P-01164,1
CP-02365,TransactedWith,CP-02382,102365
CP-02365,UltimateBeneficialOwner,P-01165,1
CP-02366,TransactedWith,CP-02383,102366
CP-02366,UltimateBeneficialOwner,P-01166,1
CP-02367,TransactedWith,CP-02384,102367
CP-02367,UltimateBeneficialOwner,P-01167,1
CP-02368,TransactedWith,CP-02385,102368
CP-02368,UltimateBeneficialOwner,P-01168,1
CP-02369,TransactedWith,CP-02386,102369
CP-02369,UltimateBeneficialOwner,P-01169,1
CP-02370,TransactedWith,CP-02387,102370
CP-02370,UltimateBeneficialOwner,P-01170,1
CP-02371,TransactedWith,CP-02388,102371
CP-02371,UltimateBeneficialOwner,P-01171,1
CP-02372,TransactedWith,CP-02389,102372
CP-02372,UltimateBeneficialOwner,P-01172,1
CP-02373,TransactedWith,CP-02390,102373
CP-02373,UltimateBeneficialOwner,P-01173,1
CP-02374,TransactedWith,CP-02391,102374
CP-02374,UltimateBeneficialOwner,P-01174,1
CP-02375,TransactedWith,CP-02392,102375
CP-02375,UltimateBeneficialOwner,P-01175,1
CP-02376,TransactedWith,CP-02393,102376
CP-02376,UltimateBeneficialOwner,P-01176,1
CP-02377,TransactedWith,CP-02394,102377
CP-02377,UltimateBeneficialOwner,P-01177,1
CP-02378,TransactedWith,CP-02395,102378
CP-02378,UltimateBeneficialOwner,P-01178,1
CP-02379,TransactedWith,CP-02396,102379
CP-02379,UltimateBeneficialOwner,P-01179,1
CP-02380,TransactedWith,CP-02397,102380
CP-02380,UltimateBeneficialOwner,P-01180,1
CP-02381,TransactedWith,CP-02398,102381
CP-02381,UltimateBeneficialOwner,P-01181,1
CP-02382,TransactedWith,CP-02399,102382
CP-02382,UltimateBeneficialOwner,P-01182,1
CP-02383,TransactedWith,CP-02400,102383
CP-02383,UltimateBeneficialOwner,P-01183,1
CP-02384,TransactedWith,CP-02401,102384
CP-02384,UltimateBeneficialOwner,P-01184,1
CP-02385,TransactedWith,CP-02402,102385
CP-02385,UltimateBeneficialOwner,P-01185,1
CP-02386,TransactedWith,CP-02403,102386
CP-02386,UltimateBeneficialOwner,P-01186,1
CP-02387,TransactedWith,CP-02404,102387
CP-02387,UltimateBeneficialOwner,P-01187,1
CP-02388,TransactedWith,CP-02405,102388
CP-02388,UltimateBeneficialOwner,P-01188,1
CP-02389,TransactedWith,CP-02406,102389
CP-02389,UltimateBeneficialOwner,P-01189,1
CP-02390,TransactedWith,CP-02407,102390
CP-02390,UltimateBeneficialOwner,P-01190,1
CP-02391,TransactedWith,CP-02408,102391
CP-02391,UltimateBeneficialOwner,P-01191,1
CP-02392,TransactedWith,CP-02409,102392
CP-02392,UltimateBeneficialOwner,P-01192,1
CP-02393,TransactedWith,CP-02410,102393
CP-02393,UltimateBeneficialOwner,P-01193,1
CP-02394,TransactedWith,CP-02411,102394
CP-02394,UltimateBeneficialOwner,P-01194,1
CP-02395,TransactedWith,CP-02412,102395
CP-02395,UltimateBeneficialOwner,P-01195,1
CP-02396,TransactedWith,CP-02413,102396
CP-02396,UltimateBeneficialOwner,P-01196,1
CP-02397,TransactedWith,CP-02414,102397
CP-02397,UltimateBeneficialOwner,P-01197,1
CP-02398,TransactedWith,CP-02415,102398
CP-02398,UltimateBeneficialOwner,P-01198,1
CP-02399,TransactedWith,CP-02416,102399
CP-02399,UltimateBeneficialOwner,P-01199,1
CP-02400,TransactedWith,CP-02417,102400
CP-02400,UltimateBeneficialOwner,P-01200,1
CP-02401,TransactedWith,CP-02418,102401
CP-02401,UltimateBeneficialOwner,P-00001,1
CP-02402,TransactedWith,CP-02419,102402
CP-02402,UltimateBeneficialOwner,P-00002,1
CP-02403,TransactedWith,CP-02420,102403
CP-02403,UltimateBeneficialOwner,P-00003,1
CP-02404,TransactedWith,CP-02421,102404
CP-02404,UltimateBeneficialOwner,P-00004,1
CP-02405,TransactedWith,CP-02422,102405
CP-02405,UltimateBeneficialOwner,P-00005,1
CP-02406,TransactedWith,CP-02423,102406
CP-02406,UltimateBeneficialOwner,P-00006,1
CP-02407,TransactedWith,CP-02424,102407
CP-02407,UltimateBeneficialOwner,P-00007,1
CP-02408,TransactedWith,CP-02425,102408
CP-02408,UltimateBeneficialOwner,P-00008,1
CP-02409,TransactedWith,CP-02426,102409
CP-02409,UltimateBeneficialOwner,P-00009,1
CP-02410,TransactedWith,CP-02427,102410
CP-02410,UltimateBeneficialOwner,P-00010,1
CP-02411,TransactedWith,CP-02428,102411
CP-02411,UltimateBeneficialOwner,P-00011,1
CP-02412,TransactedWith,CP-02429,102412
CP-02412,UltimateBeneficialOwner,P-00012,1
CP-02413,TransactedWith,CP-02430,102413
CP-02413,UltimateBeneficialOwner,P-00013,1
CP-02414,TransactedWith,CP-02431,102414
CP-02414,UltimateBeneficialOwner,P-00014,1
CP-02415,TransactedWith,CP-02432,102415
CP-02415,UltimateBeneficialOwner,P-00015,1
CP-02416,TransactedWith,CP-02433,102416
CP-02416,UltimateBeneficialOwner,P-00016,1
CP-02417,TransactedWith,CP-02434,102417
CP-02417,UltimateBeneficialOwner,P-00017,1
CP-02418,TransactedWith,CP-02435,102418
CP-02418,UltimateBeneficialOwner,P-00018,1
CP-02419,TransactedWith,CP-02436,102419
CP-02419,UltimateBeneficialOwner,P-00019,1
CP-02420,TransactedWith,CP-02437,102420
CP-02420,UltimateBeneficialOwner,P-00020,1
CP-02421,TransactedWith,CP-02438,102421
CP-02421,UltimateBeneficialOwner,P-00021,1
CP-02422,TransactedWith,CP-02439,102422
CP-02422,UltimateBeneficialOwner,P-00022,1
CP-02423,TransactedWith,CP-02440,102423
CP-02423,UltimateBeneficialOwner,P-00023,1
CP-02424,TransactedWith,CP-02441,102424
CP-02424,UltimateBeneficialOwner,P-00024,1
CP-02425,TransactedWith,CP-02442,102425
CP-02425,UltimateBeneficialOwner,P-00025,1
CP-02426,TransactedWith,CP-02443,102426
CP-02426,UltimateBeneficialOwner,P-00026,1
CP-02427,TransactedWith,CP-02444,102427
CP-02427,UltimateBeneficialOwner,P-00027,1
CP-02428,TransactedWith,CP-02445,102428
CP-02428,UltimateBeneficialOwner,P-00028,1
CP-02429,TransactedWith,CP-02446,102429
CP-02429,UltimateBeneficialOwner,P-00029,1
CP-02430,TransactedWith,CP-02447,102430
CP-02430,UltimateBeneficialOwner,P-00030,1
CP-02431,TransactedWith,CP-02448,102431
CP-02431,UltimateBeneficialOwner,P-00031,1
CP-02432,TransactedWith,CP-02449,102432
CP-02432,UltimateBeneficialOwner,P-00032,1
CP-02433,TransactedWith,CP-02450,102433
CP-02433,UltimateBeneficialOwner,P-00033,1
CP-02434,TransactedWith,CP-02451,102434
CP-02434,UltimateBeneficialOwner,P-00034,1
CP-02435,TransactedWith,CP-02452,102435
CP-02435,UltimateBeneficialOwner,P-00035,1
CP-02436,TransactedWith,CP-02453,102436
CP-02436,UltimateBeneficialOwner,P-00036,1
CP-02437,TransactedWith,CP-02454,102437
CP-02437,UltimateBeneficialOwner,P-00037,1
CP-02438,TransactedWith,CP-02455,102438
CP-02438,UltimateBeneficialOwner,P-00038,1
CP-02439,TransactedWith,CP-02456,102439
CP-02439,UltimateBeneficialOwner,P-00039,1
CP-02440,TransactedWith,CP-02457,102440
CP-02440,UltimateBeneficialOwner,P-00040,1
CP-02441,TransactedWith,CP-02458,102441
CP-02441,UltimateBeneficialOwner,P-00041,1
CP-02442,TransactedWith,CP-02459,102442
CP-02442,UltimateBeneficialOwner,P-00042,1
CP-02443,TransactedWith,CP-02460,102443
CP-02443,UltimateBeneficialOwner,P-00043,1
CP-02444,TransactedWith,CP-02461,102444
CP-02444,UltimateBeneficialOwner,P-00044,1
CP-02445,TransactedWith,CP-02462,102445
CP-02445,UltimateBeneficialOwner,P-00045,1
CP-02446,TransactedWith,CP-02463,102446
CP-02446,UltimateBeneficialOwner,P-00046,1
CP-02447,TransactedWith,CP-02464,102447
CP-02447,UltimateBeneficialOwner,P-00047,1
CP-02448,TransactedWith,CP-02465,102448
CP-02448,UltimateBeneficialOwner,P-00048,1
CP-02449,TransactedWith,CP-02466,102449
CP-02449,UltimateBeneficialOwner,P-00049,1
CP-02450,TransactedWith,CP-02467,102450
CP-02450,UltimateBeneficialOwner,P-00050,1
CP-02451,TransactedWith,CP-02468,102451
CP-02451,UltimateBeneficialOwner,P-00051,1
CP-02452,TransactedWith,CP-02469,102452
CP-02452,UltimateBeneficialOwner,P-00052,1
CP-02453,TransactedWith,CP-02470,102453
CP-02453,UltimateBeneficialOwner,P-00053,1
CP-02454,TransactedWith,CP-02471,102454
CP-02454,UltimateBeneficialOwner,P-00054,1
CP-02455,TransactedWith,CP-02472,102455
CP-02455,UltimateBeneficialOwner,P-00055,1
CP-02456,TransactedWith,CP-02473,102456
CP-02456,UltimateBeneficialOwner,P-00056,1
CP-02457,TransactedWith,CP-02474,102457
CP-02457,UltimateBeneficialOwner,P-00057,1
CP-02458,TransactedWith,CP-02475,102458
CP-02458,UltimateBeneficialOwner,P-00058,1
CP-02459,TransactedWith,CP-02476,102459
CP-02459,UltimateBeneficialOwner,P-00059,1
CP-02460,TransactedWith,CP-02477,102460
CP-02460,UltimateBeneficialOwner,P-00060,1
CP-02461,TransactedWith,CP-02478,102461
CP-02461,UltimateBeneficialOwner,P-00061,1
CP-02462,TransactedWith,CP-02479,102462
CP-02462,UltimateBeneficialOwner,P-00062,1
CP-02463,TransactedWith,CP-02480,102463
CP-02463,UltimateBeneficialOwner,P-00063,1
CP-02464,TransactedWith,CP-02481,102464
CP-02464,UltimateBeneficialOwner,P-00064,1
CP-02465,TransactedWith,CP-02482,102465
CP-02465,UltimateBeneficialOwner,P-00065,1
CP-02466,TransactedWith,CP-02483,102466
CP-02466,UltimateBeneficialOwner,P-00066,1
CP-02467,TransactedWith,CP-02484,102467
CP-02467,UltimateBeneficialOwner,P-00067,1
CP-02468,TransactedWith,CP-02485,102468
CP-02468,UltimateBeneficialOwner,P-00068,1
CP-02469,TransactedWith,CP-02486,102469
CP-02469,UltimateBeneficialOwner,P-00069,1
CP-02470,TransactedWith,CP-02487,102470
CP-02470,UltimateBeneficialOwner,P-00070,1
CP-02471,TransactedWith,CP-02488,102471
CP-02471,UltimateBeneficialOwner,P-00071,1
CP-02472,TransactedWith,CP-02489,102472
CP-02472,UltimateBeneficialOwner,P-00072,1
CP-02473,TransactedWith,CP-02490,102473
CP-02473,UltimateBeneficialOwner,P-00073,1
CP-02474,TransactedWith,CP-02491,102474
CP-02474,UltimateBeneficialOwner,P-00074,1
CP-02475,TransactedWith,CP-02492,102475
CP-02475,UltimateBeneficialOwner,P-00075,1
CP-02476,TransactedWith,CP-02493,102476
CP-02476,UltimateBeneficialOwner,P-00076,1
CP-02477,TransactedWith,CP-02494,102477
CP-02477,UltimateBeneficialOwner,P-00077,1
CP-02478,TransactedWith,CP-02495,102478
CP-02478,UltimateBeneficialOwner,P-00078,1
CP-02479,TransactedWith,CP-02496,102479
CP-02479,UltimateBeneficialOwner,P-00079,1
CP-02480,TransactedWith,CP-02497,102480
CP-02480,UltimateBeneficialOwner,P-00080,1
CP-02481,TransactedWith,CP-02498,102481
CP-02481,UltimateBeneficialOwner,P-00081,1
CP-02482,TransactedWith,CP-02499,102482
CP-02482,UltimateBeneficialOwner,P-00082,1
CP-02483,TransactedWith,CP-02500,102483
CP-02483,UltimateBeneficialOwner,P-00083,1
CP-02484,TransactedWith,CP-02501,102484
CP-02484,UltimateBeneficialOwner,P-00084,1
CP-02485,TransactedWith,CP-02502,102485
CP-02485,UltimateBeneficialOwner,P-00085,1
CP-02486,TransactedWith,CP-02503,102486
CP-02486,UltimateBeneficialOwner,P-00086,1
CP-02487,TransactedWith,CP-02504,102487
CP-02487,UltimateBeneficialOwner,P-00087,1
CP-02488,TransactedWith,CP-02505,102488
CP-02488,UltimateBeneficialOwner,P-00088,1
CP-02489,TransactedWith,CP-02506,102489
CP-02489,UltimateBeneficialOwner,P-00089,1
CP-02490,TransactedWith,CP-02507,102490
CP-02490,UltimateBeneficialOwner,P-00090,1
CP-02491,TransactedWith,CP-02508,102491
CP-02491,UltimateBeneficialOwner,P-00091,1
CP-02492,TransactedWith,CP-02509,102492
CP-02492,UltimateBeneficialOwner,P-00092,1
CP-02493,TransactedWith,CP-02510,102493
CP-02493,UltimateBeneficialOwner,P-00093,1
CP-02494,TransactedWith,CP-02511,102494
CP-02494,UltimateBeneficialOwner,P-00094,1
CP-02495,TransactedWith,CP-02512,102495
CP-02495,UltimateBeneficialOwner,P-00095,1
CP-02496,TransactedWith,CP-02513,102496
CP-02496,UltimateBeneficialOwner,P-00096,1
CP-02497,TransactedWith,CP-02514,102497
CP-02497,UltimateBeneficialOwner,P-00097,1
CP-02498,TransactedWith,CP-02515,102498
CP-02498,UltimateBeneficialOwner,P-00098,1
CP-02499,TransactedWith,CP-02516,102499
CP-02499,UltimateBeneficialOwner,P-00099,1
CP-02500,TransactedWith,CP-02517,102500
CP-02500,UltimateBeneficialOwner,P-00100,1
CP-02501,TransactedWith,CP-02518,102501
CP-02501,UltimateBeneficialOwner,P-00101,1
CP-02502,TransactedWith,CP-02519,102502
CP-02502,UltimateBeneficialOwner,P-00102,1
CP-02503,TransactedWith,CP-02520,102503
CP-02503,UltimateBeneficialOwner,P-00103,1
CP-02504,TransactedWith,CP-02521,102504
CP-02504,UltimateBeneficialOwner,P-00104,1
CP-02505,TransactedWith,CP-02522,102505
CP-02505,UltimateBeneficialOwner,P-00105,1
CP-02506,TransactedWith,CP-02523,102506
CP-02506,UltimateBeneficialOwner,P-00106,1
CP-02507,TransactedWith,CP-02524,102507
CP-02507,UltimateBeneficialOwner,P-00107,1
CP-02508,TransactedWith,CP-02525,102508
CP-02508,UltimateBeneficialOwner,P-00108,1
CP-02509,TransactedWith,CP-02526,102509
CP-02509,UltimateBeneficialOwner,P-00109,1
CP-02510,TransactedWith,CP-02527,102510
CP-02510,UltimateBeneficialOwner,P-00110,1
CP-02511,TransactedWith,CP-02528,102511
CP-02511,UltimateBeneficialOwner,P-00111,1
CP-02512,TransactedWith,CP-02529,102512
CP-02512,UltimateBeneficialOwner,P-00112,1
CP-02513,TransactedWith,CP-02530,102513
CP-02513,UltimateBeneficialOwner,P-00113,1
CP-02514,TransactedWith,CP-02531,102514
CP-02514,UltimateBeneficialOwner,P-00114,1
CP-02515,TransactedWith,CP-02532,102515
CP-02515,UltimateBeneficialOwner,P-00115,1
