counterparty_id,legal_name,jurisdiction,risk_rating,last_kyc_refresh,sanctions_hits,ubo_count,aip_grounded_risk_summary
CP-02509,Counterparty 02509 Holdings,GB,critical,2025-06-16,0,2,"Grounded summary for CP-02509: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02510,Counterparty 02510 Holdings,KY,high,2025-06-15,0,3,"Grounded summary for CP-02510: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02511,Counterparty 02511 Holdings,DE,medium,2025-06-14,0,4,"Grounded summary for CP-02511: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02512,Counterparty 02512 Holdings,AE,low,2025-06-13,0,1,"Grounded summary for CP-02512: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02513,Counterparty 02513 Holdings,SG,critical,2025-06-12,0,2,"Grounded summary for CP-02513: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02514,Counterparty 02514 Holdings,US,high,2025-06-11,0,3,"Grounded summary for CP-02514: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02515,Counterparty 02515 Holdings,GB,medium,2025-06-10,0,4,"Grounded summary for CP-02515: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02516,Counterparty 02516 Holdings,KY,low,2025-06-09,0,1,"Grounded summary for CP-02516: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02517,Counterparty 02517 Holdings,DE,critical,2025-06-08,0,2,"Grounded summary for CP-02517: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02518,Counterparty 02518 Holdings,AE,high,2025-06-07,0,3,"Grounded summary for CP-02518: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02519,Counterparty 02519 Holdings,SG,medium,2025-06-06,0,4,"Grounded summary for CP-02519: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02520,Counterparty 02520 Holdings,US,low,2025-06-05,0,1,"Grounded summary for CP-02520: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02521,Counterparty 02521 Holdings,GB,critical,2025-06-04,0,2,"Grounded summary for CP-02521: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02522,Counterparty 02522 Holdings,KY,high,2025-06-03,0,3,"Grounded summary for CP-02522: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02523,Counterparty 02523 Holdings,DE,medium,2025-06-02,0,4,"Grounded summary for CP-02523: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02524,Counterparty 02524 Holdings,AE,low,2025-06-01,0,1,"Grounded summary for CP-02524: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02525,Counterparty 02525 Holdings,SG,critical,2025-05-31,0,2,"Grounded summary for CP-02525: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02526,Counterparty 02526 Holdings,US,high,2025-05-30,0,3,"Grounded summary for CP-02526: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02527,Counterparty 02527 Holdings,GB,medium,2025-05-29,0,4,"Grounded summary for CP-02527: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02528,Counterparty 02528 Holdings,KY,low,2025-05-28,0,1,"Grounded summary for CP-02528: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02529,Counterparty 02529 Holdings,DE,critical,2025-05-27,0,2,"Grounded summary for CP-02529: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02530,Counterparty 02530 Holdings,AE,high,2025-05-26,0,3,"Grounded summary for CP-02530: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02531,Counterparty 02531 Holdings,SG,medium,2025-05-25,0,4,"Grounded summary for CP-02531: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02532,Counterparty 02532 Holdings,US,low,2025-05-24,0,1,"Grounded summary for CP-02532: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02533,Counterparty 02533 Holdings,GB,critical,2025-05-23,0,2,"Grounded summary for CP-02533: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02534,Counterparty 02534 Holdings,KY,high,2025-05-22,0,3,"Grounded summary for CP-02534: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02535,Counterparty 02535 Holdings,DE,medium,2025-05-21,0,4,"Grounded summary for CP-02535: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02536,Counterparty 02536 Holdings,AE,low,2025-05-20,0,1,"Grounded summary for CP-02536: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02537,Counterparty 02537 Holdings,SG,critical,2025-05-19,0,2,"Grounded summary for CP-02537: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02538,Counterparty 02538 Holdings,US,high,2025-05-18,0,3,"Grounded summary for CP-02538: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02539,Counterparty 02539 Holdings,GB,medium,2025-05-17,0,4,"Grounded summary for CP-02539: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02540,Counterparty 02540 Holdings,KY,low,2025-05-16,0,1,"Grounded summary for CP-02540: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02541,Counterparty 02541 Holdings,DE,critical,2025-05-15,0,2,"Grounded summary for CP-02541: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02542,Counterparty 02542 Holdings,AE,high,2025-05-14,0,3,"Grounded summary for CP-02542: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02543,Counterparty 02543 Holdings,SG,medium,2025-05-13,0,4,"Grounded summary for CP-02543: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02544,Counterparty 02544 Holdings,US,low,2025-05-12,0,1,"Grounded summary for CP-02544: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02545,Counterparty 02545 Holdings,GB,critical,2025-05-11,0,2,"Grounded summary for CP-02545: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02546,Counterparty 02546 Holdings,KY,high,2025-05-10,0,3,"Grounded summary for CP-02546: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02547,Counterparty 02547 Holdings,DE,medium,2025-05-09,0,4,"Grounded summary for CP-02547: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02548,Counterparty 02548 Holdings,AE,low,2025-05-08,0,1,"Grounded summary for CP-02548: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02549,Counterparty 02549 Holdings,SG,critical,2025-05-07,0,2,"Grounded summary for CP-02549: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02550,Counterparty 02550 Holdings,US,high,2025-05-06,0,3,"Grounded summary for CP-02550: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02551,Counterparty 02551 Holdings,GB,medium,2025-05-05,0,4,"Grounded summary for CP-02551: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02552,Counterparty 02552 Holdings,KY,low,2025-05-04,0,1,"Grounded summary for CP-02552: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02553,Counterparty 02553 Holdings,DE,critical,2025-05-03,0,2,"Grounded summary for CP-02553: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02554,Counterparty 02554 Holdings,AE,high,2025-05-02,0,3,"Grounded summary for CP-02554: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02555,Counterparty 02555 Holdings,SG,medium,2026-05-01,0,4,"Grounded summary for CP-02555: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02556,Counterparty 02556 Holdings,US,low,2026-04-30,0,1,"Grounded summary for CP-02556: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02557,Counterparty 02557 Holdings,GB,critical,2026-04-29,0,2,"Grounded summary for CP-02557: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02558,Counterparty 02558 Holdings,KY,high,2026-04-28,0,3,"Grounded summary for CP-02558: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02559,Counterparty 02559 Holdings,DE,medium,2026-04-27,0,4,"Grounded summary for CP-02559: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02560,Counterparty 02560 Holdings,AE,low,2026-04-26,0,1,"Grounded summary for CP-02560: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02561,Counterparty 02561 Holdings,SG,critical,2026-04-25,0,2,"Grounded summary for CP-02561: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02562,Counterparty 02562 Holdings,US,high,2026-04-24,0,3,"Grounded summary for CP-02562: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02563,Counterparty 02563 Holdings,GB,medium,2026-04-23,0,4,"Grounded summary for CP-02563: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02564,Counterparty 02564 Holdings,KY,low,2026-04-22,0,1,"Grounded summary for CP-02564: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02565,Counterparty 02565 Holdings,DE,critical,2026-04-21,0,2,"Grounded summary for CP-02565: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02566,Counterparty 02566 Holdings,AE,high,2026-04-20,0,3,"Grounded summary for CP-02566: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02567,Counterparty 02567 Holdings,SG,medium,2026-04-19,0,4,"Grounded summary for CP-02567: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02568,Counterparty 02568 Holdings,US,low,2026-04-18,0,1,"Grounded summary for CP-02568: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02569,Counterparty 02569 Holdings,GB,critical,2026-04-17,0,2,"Grounded summary for CP-02569: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02570,Counterparty 02570 Holdings,KY,high,2026-04-16,0,3,"Grounded summary for CP-02570: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02571,Counterparty 02571 Holdings,DE,medium,2026-04-15,0,4,"Grounded summary for CP-02571: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02572,Counterparty 02572 Holdings,AE,low,2026-04-14,0,1,"Grounded summary for CP-02572: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02573,Counterparty 02573 Holdings,SG,critical,2026-04-13,0,2,"Grounded summary for CP-02573: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02574,Counterparty 02574 Holdings,US,high,2026-04-12,0,3,"Grounded summary for CP-02574: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02575,Counterparty 02575 Holdings,GB,medium,2026-04-11,0,4,"Grounded summary for CP-02575: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02576,Counterparty 02576 Holdings,KY,low,2026-04-10,0,1,"Grounded summary for CP-02576: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02577,Counterparty 02577 Holdings,DE,critical,2026-04-09,0,2,"Grounded summary for CP-02577: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02578,Counterparty 02578 Holdings,AE,high,2026-04-08,0,3,"Grounded summary for CP-02578: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02579,Counterparty 02579 Holdings,SG,medium,2026-04-07,0,4,"Grounded summary for CP-02579: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02580,Counterparty 02580 Holdings,US,low,2026-04-06,0,1,"Grounded summary for CP-02580: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02581,Counterparty 02581 Holdings,GB,critical,2026-04-05,0,2,"Grounded summary for CP-02581: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02582,Counterparty 02582 Holdings,KY,high,2026-04-04,0,3,"Grounded summary for CP-02582: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02583,Counterparty 02583 Holdings,DE,medium,2026-04-03,0,4,"Grounded summary for CP-02583: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02584,Counterparty 02584 Holdings,AE,low,2026-04-02,0,1,"Grounded summary for CP-02584: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02585,Counterparty 02585 Holdings,SG,critical,2026-04-01,0,2,"Grounded summary for CP-02585: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02586,Counterparty 02586 Holdings,US,high,2026-03-31,0,3,"Grounded summary for CP-02586: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02587,Counterparty 02587 Holdings,GB,medium,2026-03-30,0,4,"Grounded summary for CP-02587: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02588,Counterparty 02588 Holdings,KY,low,2026-03-29,0,1,"Grounded summary for CP-02588: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02589,Counterparty 02589 Holdings,DE,critical,2026-03-28,0,2,"Grounded summary for CP-02589: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02590,Counterparty 02590 Holdings,AE,high,2026-03-27,0,3,"Grounded summary for CP-02590: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02591,Counterparty 02591 Holdings,SG,medium,2026-03-26,0,4,"Grounded summary for CP-02591: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02592,Counterparty 02592 Holdings,US,low,2026-03-25,0,1,"Grounded summary for CP-02592: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02593,Counterparty 02593 Holdings,GB,critical,2026-03-24,0,2,"Grounded summary for CP-02593: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02594,Counterparty 02594 Holdings,KY,high,2026-03-23,0,3,"Grounded summary for CP-02594: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02595,Counterparty 02595 Holdings,DE,medium,2026-03-22,0,4,"Grounded summary for CP-02595: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02596,Counterparty 02596 Holdings,AE,low,2026-03-21,0,1,"Grounded summary for CP-02596: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02597,Counterparty 02597 Holdings,SG,critical,2026-03-20,0,2,"Grounded summary for CP-02597: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02598,Counterparty 02598 Holdings,US,high,2026-03-19,0,3,"Grounded summary for CP-02598: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02599,Counterparty 02599 Holdings,GB,medium,2026-03-18,0,4,"Grounded summary for CP-02599: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02600,Counterparty 02600 Holdings,KY,low,2026-03-17,0,1,"Grounded summary for CP-02600: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02601,Counterparty 02601 Holdings,DE,critical,2026-03-16,0,2,"Grounded summary for CP-02601: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02602,Counterparty 02602 Holdings,AE,high,2026-03-15,0,3,"Grounded summary for CP-02602: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02603,Counterparty 02603 Holdings,SG,medium,2026-03-14,0,4,"Grounded summary for CP-02603: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02604,Counterparty 02604 Holdings,US,low,2026-03-13,0,1,"Grounded summary for CP-02604: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02605,Counterparty 02605 Holdings,GB,critical,2026-03-12,0,2,"Grounded summary for CP-02605: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02606,Counterparty 02606 Holdings,KY,high,2026-03-11,0,3,"Grounded summary for CP-02606: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02607,Counterparty 02607 Holdings,DE,medium,2026-03-10,0,4,"Grounded summary for CP-02607: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02608,Counterparty 02608 Holdings,AE,low,2026-03-09,0,1,"Grounded summary for CP-02608: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02609,Counterparty 02609 Holdings,SG,critical,2026-03-08,0,2,"Grounded summary for CP-02609: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02610,Counterparty 02610 Holdings,US,high,2026-03-07,0,3,"Grounded summary for CP-02610: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02611,Counterparty 02611 Holdings,GB,medium,2026-03-06,0,4,"Grounded summary for CP-02611: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02612,Counterparty 02612 Holdings,KY,low,2026-03-05,0,1,"Grounded summary for CP-02612: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02613,Counterparty 02613 Holdings,DE,critical,2026-03-04,0,2,"Grounded summary for CP-02613: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02614,Counterparty 02614 Holdings,AE,high,2026-03-03,0,3,"Grounded summary for CP-02614: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02615,Counterparty 02615 Holdings,SG,medium,2026-03-02,0,4,"Grounded summary for CP-02615: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02616,Counterparty 02616 Holdings,US,low,2026-03-01,0,1,"Grounded summary for CP-02616: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02617,Counterparty 02617 Holdings,GB,critical,2026-02-28,0,2,"Grounded summary for CP-02617: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02618,Counterparty 02618 Holdings,KY,high,2026-02-27,0,3,"Grounded summary for CP-02618: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02619,Counterparty 02619 Holdings,DE,medium,2026-02-26,0,4,"Grounded summary for CP-02619: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02620,Counterparty 02620 Holdings,AE,low,2026-02-25,0,1,"Grounded summary for CP-02620: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02621,Counterparty 02621 Holdings,SG,critical,2026-02-24,0,2,"Grounded summary for CP-02621: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02622,Counterparty 02622 Holdings,US,high,2026-02-23,0,3,"Grounded summary for CP-02622: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02623,Counterparty 02623 Holdings,GB,medium,2026-02-22,0,4,"Grounded summary for CP-02623: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02624,Counterparty 02624 Holdings,KY,low,2026-02-21,0,1,"Grounded summary for CP-02624: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02625,Counterparty 02625 Holdings,DE,critical,2026-02-20,0,2,"Grounded summary for CP-02625: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02626,Counterparty 02626 Holdings,AE,high,2026-02-19,0,3,"Grounded summary for CP-02626: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02627,Counterparty 02627 Holdings,SG,medium,2026-02-18,0,4,"Grounded summary for CP-02627: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02628,Counterparty 02628 Holdings,US,low,2026-02-17,0,1,"Grounded summary for CP-02628: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02629,Counterparty 02629 Holdings,GB,critical,2026-02-16,0,2,"Grounded summary for CP-02629: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02630,Counterparty 02630 Holdings,KY,high,2026-02-15,0,3,"Grounded summary for CP-02630: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02631,Counterparty 02631 Holdings,DE,medium,2026-02-14,0,4,"Grounded summary for CP-02631: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02632,Counterparty 02632 Holdings,AE,low,2026-02-13,0,1,"Grounded summary for CP-02632: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02633,Counterparty 02633 Holdings,SG,critical,2026-02-12,0,2,"Grounded summary for CP-02633: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02634,Counterparty 02634 Holdings,US,high,2026-02-11,0,3,"Grounded summary for CP-02634: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02635,Counterparty 02635 Holdings,GB,medium,2026-02-10,0,4,"Grounded summary for CP-02635: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02636,Counterparty 02636 Holdings,KY,low,2026-02-09,0,1,"Grounded summary for CP-02636: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02637,Counterparty 02637 Holdings,DE,critical,2026-02-08,0,2,"Grounded summary for CP-02637: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02638,Counterparty 02638 Holdings,AE,high,2026-02-07,0,3,"Grounded summary for CP-02638: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02639,Counterparty 02639 Holdings,SG,medium,2026-02-06,0,4,"Grounded summary for CP-02639: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02640,Counterparty 02640 Holdings,US,low,2026-02-05,0,1,"Grounded summary for CP-02640: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02641,Counterparty 02641 Holdings,GB,critical,2026-02-04,0,2,"Grounded summary for CP-02641: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02642,Counterparty 02642 Holdings,KY,high,2026-02-03,0,3,"Grounded summary for CP-02642: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02643,Counterparty 02643 Holdings,DE,medium,2026-02-02,0,4,"Grounded summary for CP-02643: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02644,Counterparty 02644 Holdings,AE,low,2026-02-01,0,1,"Grounded summary for CP-02644: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02645,Counterparty 02645 Holdings,SG,critical,2026-01-31,0,2,"Grounded summary for CP-02645: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02646,Counterparty 02646 Holdings,US,high,2026-01-30,0,3,"Grounded summary for CP-02646: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02647,Counterparty 02647 Holdings,GB,medium,2026-01-29,0,4,"Grounded summary for CP-02647: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02648,Counterparty 02648 Holdings,KY,low,2026-01-28,0,1,"Grounded summary for CP-02648: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02649,Counterparty 02649 Holdings,DE,critical,2026-01-27,0,2,"Grounded summary for CP-02649: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02650,Counterparty 02650 Holdings,AE,high,2026-01-26,0,3,"Grounded summary for CP-02650: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02651,Counterparty 02651 Holdings,SG,medium,2026-01-25,0,4,"Grounded summary for CP-02651: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02652,Counterparty 02652 Holdings,US,low,2026-01-24,0,1,"Grounded summary for CP-02652: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02653,Counterparty 02653 Holdings,GB,critical,2026-01-23,0,2,"Grounded summary for CP-02653: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02654,Counterparty 02654 Holdings,KY,high,2026-01-22,0,3,"Grounded summary for CP-02654: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02655,Counterparty 02655 Holdings,DE,medium,2026-01-21,0,4,"Grounded summary for CP-02655: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02656,Counterparty 02656 Holdings,AE,low,2026-01-20,0,1,"Grounded summary for CP-02656: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02657,Counterparty 02657 Holdings,SG,critical,2026-01-19,0,2,"Grounded summary for CP-02657: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02658,Counterparty 02658 Holdings,US,high,2026-01-18,0,3,"Grounded summary for CP-02658: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02659,Counterparty 02659 Holdings,GB,medium,2026-01-17,0,4,"Grounded summary for CP-02659: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02660,Counterparty 02660 Holdings,KY,low,2026-01-16,0,1,"Grounded summary for CP-02660: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02661,Counterparty 02661 Holdings,DE,critical,2026-01-15,0,2,"Grounded summary for CP-02661: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02662,Counterparty 02662 Holdings,AE,high,2026-01-14,0,3,"Grounded summary for CP-02662: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02663,Counterparty 02663 Holdings,SG,medium,2026-01-13,0,4,"Grounded summary for CP-02663: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02664,Counterparty 02664 Holdings,US,low,2026-01-12,0,1,"Grounded summary for CP-02664: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02665,Counterparty 02665 Holdings,GB,critical,2026-01-11,0,2,"Grounded summary for CP-02665: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02666,Counterparty 02666 Holdings,KY,high,2026-01-10,0,3,"Grounded summary for CP-02666: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02667,Counterparty 02667 Holdings,DE,medium,2026-01-09,0,4,"Grounded summary for CP-02667: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02668,Counterparty 02668 Holdings,AE,low,2026-01-08,0,1,"Grounded summary for CP-02668: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02669,Counterparty 02669 Holdings,SG,critical,2026-01-07,0,2,"Grounded summary for CP-02669: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02670,Counterparty 02670 Holdings,US,high,2026-01-06,0,3,"Grounded summary for CP-02670: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02671,Counterparty 02671 Holdings,GB,medium,2026-01-05,0,4,"Grounded summary for CP-02671: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02672,Counterparty 02672 Holdings,KY,low,2026-01-04,0,1,"Grounded summary for CP-02672: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02673,Counterparty 02673 Holdings,DE,critical,2026-01-03,0,2,"Grounded summary for CP-02673: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02674,Counterparty 02674 Holdings,AE,high,2026-01-02,0,3,"Grounded summary for CP-02674: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02675,Counterparty 02675 Holdings,SG,medium,2026-01-01,0,4,"Grounded summary for CP-02675: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02676,Counterparty 02676 Holdings,US,low,2025-12-31,0,1,"Grounded summary for CP-02676: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02677,Counterparty 02677 Holdings,GB,critical,2025-12-30,0,2,"Grounded summary for CP-02677: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02678,Counterparty 02678 Holdings,KY,high,2025-12-29,0,3,"Grounded summary for CP-02678: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02679,Counterparty 02679 Holdings,DE,medium,2025-12-28,0,4,"Grounded summary for CP-02679: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02680,Counterparty 02680 Holdings,AE,low,2025-12-27,0,1,"Grounded summary for CP-02680: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02681,Counterparty 02681 Holdings,SG,critical,2025-12-26,0,2,"Grounded summary for CP-02681: jurisdictional exposure, UBO depth 2, sanctions hits 0."
CP-02682,Counterparty 02682 Holdings,US,high,2025-12-25,0,3,"Grounded summary for CP-02682: jurisdictional exposure, UBO depth 3, sanctions hits 0."
CP-02683,Counterparty 02683 Holdings,GB,medium,2025-12-24,0,4,"Grounded summary for CP-02683: jurisdictional exposure, UBO depth 4, sanctions hits 0."
CP-02684,Counterparty 02684 Holdings,KY,low,2025-12-23,0,1,"Grounded summary for CP-02684: jurisdictional exposure, UBO depth 1, sanctions hits 0."
CP-02685,Counterparty 02685 Holdings,DE,critical,2025-12-22,0,2,"Grounded summary for CP-02685: jurisdictional exposure, UBO depth 2, sanctions hits 0."
