counterparty_id,date,sanctions_signal,media_signal,transaction_signal,kyc_signal,composite_risk_score,deterioration_pattern
CP-SYN-001,2026-01-31,0.0532,0.0802,0.0345,0.3087,0.0945,baseline
CP-SYN-001,2026-02-01,0.0464,0.2822,0.0323,0.3421,0.1469,baseline
CP-SYN-001,2026-02-02,0.0597,0.1758,0.0598,0.2921,0.1236,baseline
CP-SYN-001,2026-02-03,0.0765,0.1701,0.1424,0.2726,0.1425,baseline
CP-SYN-001,2026-02-04,0.1017,0.2021,0.0912,0.1389,0.1303,baseline
CP-SYN-001,2026-02-05,0.0072,0.2305,0.0886,0.3281,0.1274,baseline
CP-SYN-001,2026-02-06,0.0295,0.188,0.0688,0.3295,0.122,baseline
CP-SYN-001,2026-02-07,0.0435,0.3492,0.0656,0.4119,0.1796,baseline
CP-SYN-001,2026-02-08,0.0184,0.1628,0.0579,0.426,0.1235,baseline
CP-SYN-001,2026-02-09,0.0631,0.211,0.1117,0.1916,0.1291,baseline
CP-SYN-001,2026-02-10,0.0921,0.3112,0.0983,0.3013,0.1795,baseline
CP-SYN-001,2026-02-11,0.0695,0.186,0.09,0.2507,0.1299,baseline
CP-SYN-001,2026-02-12,0.0396,0.1619,0.1365,0.2672,0.1237,baseline
CP-SYN-001,2026-02-13,0.0371,0.1499,0.025,0.456,0.1257,baseline
CP-SYN-001,2026-02-14,0.0653,0.2693,0.0735,0.4457,0.175,baseline
CP-SYN-001,2026-02-15,0.0544,0.3162,0.0993,0.2955,0.165,baseline
CP-SYN-001,2026-02-16,0.0342,0.2062,0.1112,0.4493,0.1549,baseline
CP-SYN-001,2026-02-17,0.0962,0.2072,0.161,0.0282,0.1267,baseline
CP-SYN-001,2026-02-18,0.0359,0.22,0.1444,0.3423,0.1496,baseline
CP-SYN-001,2026-02-19,0.0483,0.1631,0.06,0.4902,0.1456,baseline
CP-SYN-001,2026-02-20,0.0837,0.3046,0.1005,0.2466,0.1667,baseline
CP-SYN-001,2026-02-21,0.0666,0.198,0.0936,0.2975,0.1395,baseline
CP-SYN-001,2026-02-22,0.031,0.1303,0.0879,0.1615,0.0868,baseline
CP-SYN-001,2026-02-23,0.0679,0.2671,0.0615,0.1173,0.1238,baseline
CP-SYN-001,2026-02-24,0.0618,0.2191,0.101,0.1666,0.1247,baseline
CP-SYN-001,2026-02-25,0.0,0.3369,0.0892,0.3504,0.1546,baseline
CP-SYN-001,2026-02-26,0.0479,0.2331,0.0361,0.2554,0.123,baseline
CP-SYN-001,2026-02-27,0.0093,0.113,0.0645,0.1193,0.0628,baseline
CP-SYN-001,2026-02-28,0.0362,0.1431,0.0407,0.2867,0.1014,baseline
CP-SYN-001,2026-03-01,0.0497,0.133,0.2006,0.3718,0.149,baseline
CP-SYN-001,2026-03-02,0.0836,0.1737,0.1447,0.3766,0.1623,baseline
CP-SYN-001,2026-03-03,0.0194,0.1454,0.2458,0.2589,0.1321,baseline
CP-SYN-001,2026-03-04,0.0646,0.1828,0.1416,0.2005,0.1299,baseline
CP-SYN-001,2026-03-05,0.0198,0.2907,0.1099,0.0522,0.1104,baseline
CP-SYN-001,2026-03-06,0.0507,0.1854,0.1355,0.3321,0.1436,baseline
CP-SYN-001,2026-03-07,0.0603,0.207,0.1145,0.1847,0.1265,baseline
CP-SYN-001,2026-03-08,0.0256,0.1318,0.0329,0.3788,0.1066,baseline
CP-SYN-001,2026-03-09,0.0823,0.2491,0.0699,0.2463,0.1461,baseline
CP-SYN-001,2026-03-10,0.0368,0.289,0.1263,0.4739,0.1833,baseline
CP-SYN-001,2026-03-11,0.0209,0.1819,0.037,0.1583,0.085,baseline
CP-SYN-001,2026-03-12,0.0453,0.1731,0.0744,0.1465,0.0983,baseline
CP-SYN-001,2026-03-13,0.0559,0.1773,0.1457,0.3551,0.1491,baseline
CP-SYN-001,2026-03-14,0.0106,0.2317,0.0701,0.4533,0.1442,baseline
CP-SYN-001,2026-03-15,0.0491,0.1597,0.0797,0.1499,0.098,baseline
CP-SYN-001,2026-03-16,0.0882,0.3695,0.0135,0.2748,0.1716,baseline
CP-SYN-001,2026-03-17,0.0467,0.1525,0.1609,0.4247,0.1527,baseline
CP-SYN-001,2026-03-18,0.0426,0.3657,0.1016,0.2758,0.1702,baseline
CP-SYN-001,2026-03-19,0.0584,0.1403,0.1727,0.3617,0.1472,baseline
CP-SYN-001,2026-03-20,0.0394,0.1852,0.0546,0.3263,0.1219,baseline
CP-SYN-001,2026-03-21,0.0112,0.2003,0.0741,0.3567,0.1229,baseline
CP-SYN-001,2026-03-22,0.0813,0.263,0.0939,0.229,0.1514,baseline
CP-SYN-001,2026-03-23,0.041,0.1987,0.1244,0.2432,0.1274,baseline
CP-SYN-001,2026-03-24,0.021,0.2139,0.1679,0.4872,0.1685,baseline
CP-SYN-001,2026-03-25,0.0738,0.1208,0.1704,0.2154,0.1261,baseline
CP-SYN-001,2026-03-26,0.0269,0.2342,0.031,0.3802,0.1325,baseline
CP-SYN-001,2026-03-27,0.0484,0.2319,0.0588,0.3846,0.1468,baseline
CP-SYN-001,2026-03-28,0.0654,0.1709,0.1473,0.034,0.1034,baseline
CP-SYN-001,2026-03-29,0.0609,0.1914,0.0603,0.3177,0.1319,baseline
CP-SYN-001,2026-03-30,0.065,0.141,0.094,0.2959,0.1244,baseline
CP-SYN-001,2026-03-31,0.0618,0.2981,0.0768,0.4317,0.1794,baseline
CP-SYN-001,2026-04-01,0.0109,0.2241,0.014,0.3072,0.1092,baseline
CP-SYN-001,2026-04-02,0.0717,0.3618,0.1025,0.2252,0.1734,baseline
CP-SYN-001,2026-04-03,0.0808,0.2033,0.1049,0.3917,0.1629,baseline
CP-SYN-001,2026-04-04,0.0828,0.0614,0.1026,0.2984,0.1137,baseline
CP-SYN-001,2026-04-05,0.0179,0.0701,0.0967,0.2536,0.0821,baseline
CP-SYN-001,2026-04-06,0.0283,0.189,0.0824,0.3018,0.1203,baseline
CP-SYN-001,2026-04-07,0.0973,0.1976,0.194,0.4244,0.1908,baseline
CP-SYN-001,2026-04-08,0.079,0.1417,0.0853,0.208,0.1153,baseline
CP-SYN-001,2026-04-09,0.0625,0.1946,0.1221,0.3303,0.1476,baseline
CP-SYN-001,2026-04-10,0.055,0.1714,0.0514,0.2558,0.1135,baseline
CP-SYN-001,2026-04-11,0.0715,0.1869,0.097,0.3868,0.1527,baseline
CP-SYN-001,2026-04-12,0.0646,0.082,0.096,0.2129,0.0975,baseline
CP-SYN-001,2026-04-13,0.0484,0.2312,0.1255,0.4664,0.1722,baseline
CP-SYN-001,2026-04-14,0.035,0.1764,0.1287,0.3962,0.1433,baseline
CP-SYN-001,2026-04-15,0.0191,0.2549,0.1333,0.285,0.1408,baseline
CP-SYN-001,2026-04-16,0.0416,0.2586,0.1214,0.3401,0.1566,baseline
CP-SYN-001,2026-04-17,0.028,0.0622,0.0953,0.2729,0.0868,baseline
CP-SYN-001,2026-04-18,0.0637,0.1388,0.1317,0.341,0.1377,baseline
CP-SYN-001,2026-04-19,0.0278,0.2756,0.0829,0.2304,0.1311,baseline
CP-SYN-001,2026-04-20,0.0575,0.1988,0.0547,0.362,0.138,baseline
CP-SYN-001,2026-04-21,0.0497,0.1393,0.0123,0.3426,0.1086,baseline
CP-SYN-001,2026-04-22,0.053,0.2096,0.1688,0.0509,0.115,baseline
CP-SYN-001,2026-04-23,0.0881,0.3091,0.051,0.4015,0.1829,baseline
CP-SYN-001,2026-04-24,0.0256,0.1166,0.0949,0.4828,0.1308,baseline
CP-SYN-001,2026-04-25,0.0609,0.204,0.1443,0.2378,0.1399,baseline
CP-SYN-001,2026-04-26,0.0949,0.3256,0.1215,0.2212,0.1769,baseline
CP-SYN-001,2026-04-27,0.0822,0.2236,0.1322,0.4137,0.1772,baseline
CP-SYN-001,2026-04-28,0.0631,0.1278,0.1745,0.3279,0.1413,baseline
CP-SYN-001,2026-04-29,0.0597,0.2492,0.1156,0.3748,0.1655,baseline
CP-SYN-001,2026-04-30,0.0559,0.1858,0.0725,0.2489,0.1206,baseline
CP-SYN-001,2026-05-01,0.0414,0.2792,0.0832,0.2889,0.1463,baseline
CP-SYN-001,2026-05-02,0.047,0.2427,0.1324,0.4974,0.1806,baseline
CP-SYN-001,2026-05-03,0.0082,0.1818,0.1287,0.1315,0.0942,baseline
CP-SYN-001,2026-05-04,0.1022,0.1907,0.0603,0.3971,0.1602,baseline
CP-SYN-001,2026-05-05,0.0,0.217,0.0504,0.2985,0.1091,baseline
CP-SYN-001,2026-05-06,0.0612,0.2634,0.1206,0.5086,0.1907,baseline
CP-SYN-001,2026-05-07,0.0519,0.1726,0.1613,0.2935,0.1402,baseline
CP-SYN-001,2026-05-08,0.0625,0.0,0.1227,0.2925,0.0934,baseline
CP-SYN-001,2026-05-09,0.037,0.1475,0.1452,0.0958,0.0951,baseline
CP-SYN-001,2026-05-10,0.1445,0.2923,0.1185,0.49,0.2281,baseline
CP-SYN-001,2026-05-11,0.0582,0.1284,0.1514,0.1364,0.1061,baseline
CP-SYN-001,2026-05-12,0.068,0.2958,0.1267,0.1549,0.1497,baseline
CP-SYN-001,2026-05-13,0.0562,0.1902,0.0629,0.0688,0.0929,baseline
CP-SYN-001,2026-05-14,0.0144,0.1599,0.1563,0.5753,0.1633,baseline
CP-SYN-001,2026-05-15,0.0757,0.1369,0.0789,0.4082,0.1415,baseline
CP-SYN-002,2025-05-16,0.0684,0.2313,0.1119,0.4199,0.1706,baseline
CP-SYN-002,2025-05-17,0.1171,0.2008,0.1079,0.3504,0.1712,baseline
CP-SYN-002,2025-05-18,0.0361,0.0246,0.1247,0.2266,0.0795,baseline
CP-SYN-002,2025-05-19,0.0895,0.2146,0.1749,0.2142,0.1566,baseline
CP-SYN-002,2025-05-20,0.0839,0.0695,0.1469,0.2763,0.1218,baseline
CP-SYN-002,2025-05-21,0.0781,0.1714,0.1341,0.3503,0.1535,baseline
CP-SYN-002,2025-05-22,0.0615,0.2354,0.184,0.2439,0.1568,baseline
CP-SYN-002,2025-05-23,0.0921,0.1717,0.1603,0.534,0.1919,baseline
CP-SYN-002,2025-05-24,0.0261,0.0275,0.1082,0.2308,0.0736,baseline
CP-SYN-002,2025-05-25,0.0342,0.1737,0.0733,0.4431,0.1382,baseline
CP-SYN-002,2025-05-26,0.0838,0.2927,0.2156,0.2229,0.1832,baseline
CP-SYN-002,2025-05-27,0.0,0.3619,0.1125,0.2944,0.1571,baseline
CP-SYN-002,2025-05-28,0.0,0.0919,0.1346,0.2857,0.0927,baseline
CP-SYN-002,2025-05-29,0.0,0.1248,0.1525,0.4279,0.1259,baseline
CP-SYN-002,2025-05-30,0.0564,0.4267,0.1513,0.481,0.2317,baseline
CP-SYN-002,2025-05-31,0.09,0.2665,0.033,0.14,0.1302,baseline
CP-SYN-002,2025-06-01,0.0278,0.2207,0.1001,0.3375,0.1369,baseline
CP-SYN-002,2025-06-02,0.0494,0.2382,0.1494,0.3008,0.1543,baseline
CP-SYN-002,2025-06-03,0.0414,0.0,0.1436,0.2227,0.0787,baseline
CP-SYN-002,2025-06-04,0.0227,0.2694,0.1459,0.368,0.1608,baseline
CP-SYN-002,2025-06-05,0.0786,0.1125,0.0885,0.245,0.114,baseline
CP-SYN-002,2025-06-06,0.1019,0.2691,0.0878,0.3841,0.1832,baseline
CP-SYN-002,2025-06-07,0.0612,0.1906,0.1233,0.3851,0.1546,baseline
CP-SYN-002,2025-06-08,0.0457,0.1,0.1177,0.2736,0.1079,baseline
CP-SYN-002,2025-06-09,0.0156,0.1385,0.0875,0.3027,0.1038,baseline
CP-SYN-002,2025-06-10,0.0669,0.183,0.1225,0.2627,0.1364,baseline
CP-SYN-002,2025-06-11,0.0664,0.2322,0.1285,0.4437,0.1769,baseline
CP-SYN-002,2025-06-12,0.0415,0.0725,0.0961,0.3809,0.1111,baseline
CP-SYN-002,2025-06-13,0.0507,0.2254,0.0139,0.2166,0.1119,baseline
CP-SYN-002,2025-06-14,0.0662,0.2622,0.0625,0.3367,0.155,baseline
CP-SYN-002,2025-06-15,0.0287,0.1078,0.1036,0.3217,0.1074,baseline
CP-SYN-002,2025-06-16,0.0619,0.2584,0.1839,0.3949,0.1854,baseline
CP-SYN-002,2025-06-17,0.0392,0.2752,0.0266,0.3101,0.1363,baseline
CP-SYN-002,2025-06-18,0.0816,0.2543,0.1414,0.491,0.1982,baseline
CP-SYN-002,2025-06-19,0.0278,0.2636,0.0953,0.4115,0.1578,baseline
CP-SYN-002,2025-06-20,0.0535,0.2626,0.1773,0.3631,0.177,baseline
CP-SYN-002,2025-06-21,0.0437,0.1706,0.0653,0.4038,0.1338,baseline
CP-SYN-002,2025-06-22,0.0894,0.1805,0.0095,0.2366,0.1183,baseline
CP-SYN-002,2025-06-23,0.063,0.1243,0.0021,0.2556,0.095,baseline
CP-SYN-002,2025-06-24,0.0,0.226,0.0799,0.306,0.1184,baseline
CP-SYN-002,2025-06-25,0.0889,0.1274,0.0,0.2972,0.112,baseline
CP-SYN-002,2025-06-26,0.0641,0.0856,0.0816,0.2653,0.1031,baseline
CP-SYN-002,2025-06-27,0.0508,0.1508,0.2332,0.2738,0.1457,baseline
CP-SYN-002,2025-06-28,0.0556,0.1612,0.0,0.4381,0.1283,baseline
CP-SYN-002,2025-06-29,0.0,0.3085,0.0339,0.1641,0.1085,baseline
CP-SYN-002,2025-06-30,0.0467,0.3757,0.116,0.2809,0.1779,baseline
CP-SYN-002,2025-07-01,0.027,0.2521,0.0815,0.3714,0.1458,baseline
CP-SYN-002,2025-07-02,0.0,0.2423,0.1159,0.164,0.1083,baseline
CP-SYN-002,2025-07-03,0.019,0.1882,0.0757,0.329,0.1191,baseline
CP-SYN-002,2025-07-04,0.007,0.1292,0.2057,0.2158,0.1086,baseline
CP-SYN-002,2025-07-05,0.0372,0.1858,0.0861,0.4207,0.1417,baseline
CP-SYN-002,2025-07-06,0.0328,0.2684,0.0572,0.3773,0.1483,baseline
CP-SYN-002,2025-07-07,0.0436,0.186,0.0956,0.355,0.1363,baseline
CP-SYN-002,2025-07-08,0.0142,0.1224,0.2019,0.3506,0.1292,baseline
CP-SYN-002,2025-07-09,0.0392,0.2514,0.097,0.0749,0.1091,baseline
CP-SYN-002,2025-07-10,0.0548,0.1903,0.1175,0.2225,0.1264,baseline
CP-SYN-002,2025-07-11,0.0434,0.2914,0.0925,0.2571,0.1473,baseline
CP-SYN-002,2025-07-12,0.061,0.1685,0.1534,0.2825,0.1396,baseline
CP-SYN-002,2025-07-13,0.0609,0.1437,0.0376,0.3719,0.1236,baseline
CP-SYN-002,2025-07-14,0.0579,0.251,0.1368,0.1531,0.1362,baseline
CP-SYN-002,2025-07-15,0.0536,0.0395,0.126,0.1914,0.0852,baseline
CP-SYN-002,2025-07-16,0.064,0.2581,0.073,0.2977,0.1494,baseline
CP-SYN-002,2025-07-17,0.0867,0.0677,0.1322,0.3118,0.1248,baseline
CP-SYN-002,2025-07-18,0.0784,0.0678,0.1002,0.4104,0.1299,baseline
CP-SYN-002,2025-07-19,0.0908,0.1385,0.086,0.4841,0.1608,baseline
CP-SYN-002,2025-07-20,0.0074,0.1963,0.1089,0.3175,0.1214,baseline
CP-SYN-002,2025-07-21,0.022,0.2772,0.1444,0.4816,0.1792,baseline
CP-SYN-002,2025-07-22,0.0262,0.1615,0.1548,0.4815,0.154,baseline
CP-SYN-002,2025-07-23,0.0497,0.0778,0.0892,0.3965,0.1166,baseline
CP-SYN-002,2025-07-24,0.0703,0.289,0.1962,0.2569,0.1782,baseline
CP-SYN-002,2025-07-25,0.0229,0.1038,0.0939,0.4019,0.1142,baseline
CP-SYN-002,2025-07-26,0.1018,0.2175,0.1007,0.2867,0.1583,baseline
CP-SYN-002,2025-07-27,0.0868,0.139,0.0948,0.2923,0.1323,baseline
CP-SYN-002,2025-07-28,0.0492,0.3447,0.0554,0.5455,0.1987,baseline
CP-SYN-002,2025-07-29,0.0303,0.1344,0.067,0.3649,0.1138,baseline
CP-SYN-002,2025-07-30,0.0496,0.2897,0.0588,0.1327,0.1239,baseline
CP-SYN-002,2025-07-31,0.0389,0.2224,0.0265,0.2893,0.1198,baseline
CP-SYN-002,2025-08-01,0.0661,0.1355,0.0588,0.1905,0.1006,baseline
CP-SYN-002,2025-08-02,0.0457,0.2365,0.2374,0.4165,0.1874,baseline
CP-SYN-002,2025-08-03,0.0121,0.0771,0.0945,0.4572,0.1116,baseline
CP-SYN-002,2025-08-04,0.0697,0.1578,0.1501,0.4377,0.163,baseline
CP-SYN-002,2025-08-05,0.0939,0.1147,0.1219,0.1719,0.1164,baseline
CP-SYN-002,2025-08-06,0.0258,0.0977,0.0869,0.1564,0.0756,baseline
CP-SYN-002,2025-08-07,0.0732,0.199,0.0568,0.3485,0.1427,baseline
CP-SYN-002,2025-08-08,0.0959,0.2276,0.0708,0.2716,0.1502,baseline
CP-SYN-002,2025-08-09,0.0469,0.1439,0.0144,0.2622,0.0969,baseline
CP-SYN-002,2025-08-10,0.0873,0.1338,0.0035,0.2911,0.1127,baseline
CP-SYN-002,2025-08-11,0.0831,0.0622,0.1095,0.3411,0.1219,baseline
CP-SYN-002,2025-08-12,0.0661,0.2446,0.1304,0.1416,0.1349,baseline
CP-SYN-002,2025-08-13,0.0685,0.3102,0.0889,0.3371,0.1733,baseline
CP-SYN-002,2025-08-14,0.0196,0.3042,0.0691,0.4649,0.1674,baseline
CP-SYN-002,2025-08-15,0.0386,0.2542,0.0733,0.4878,0.1668,baseline
CP-SYN-002,2025-08-16,0.0,0.2295,0.0,0.1795,0.0843,baseline
CP-SYN-002,2025-08-17,0.1068,0.2726,0.0,0.2994,0.1558,baseline
CP-SYN-002,2025-08-18,0.0314,0.2456,0.1925,0.3654,0.1673,baseline
CP-SYN-002,2025-08-19,0.063,0.2406,0.0454,0.3701,0.15,baseline
CP-SYN-002,2025-08-20,0.0776,0.151,0.0679,0.445,0.1491,baseline
CP-SYN-002,2025-08-21,0.0563,0.109,0.0788,0.2542,0.1037,baseline
CP-SYN-002,2025-08-22,0.0481,0.1942,0.0875,0.4674,0.1554,baseline
CP-SYN-002,2025-08-23,0.075,0.3186,0.0153,0.3111,0.1594,baseline
CP-SYN-002,2025-08-24,0.0852,0.258,0.066,0.2244,0.1455,baseline
CP-SYN-002,2025-08-25,0.0788,0.183,0.1324,0.3157,0.1511,baseline
CP-SYN-002,2025-08-26,0.0465,0.2096,0.0585,0.4701,0.1532,baseline
CP-SYN-002,2025-08-27,0.0664,0.3119,0.0735,0.2459,0.1562,baseline
CP-SYN-002,2025-08-28,0.0404,0.1311,0.1339,0.3713,0.1314,baseline
CP-SYN-002,2025-08-29,0.0346,0.1744,0.1188,0.2247,0.1149,baseline
CP-SYN-002,2025-08-30,0.0377,0.3248,0.0627,0.2483,0.1461,baseline
CP-SYN-002,2025-08-31,0.1251,0.0299,0.0408,0.4797,0.1376,baseline
CP-SYN-002,2025-09-01,0.0377,0.24,0.206,0.2283,0.1505,baseline
CP-SYN-002,2025-09-02,0.0323,0.2329,0.0962,0.2475,0.1275,baseline
CP-SYN-002,2025-09-03,0.046,0.0937,0.1233,0.3834,0.124,baseline
CP-SYN-002,2025-09-04,0.0452,0.1821,0.1274,0.2462,0.126,baseline
CP-SYN-002,2025-09-05,0.0408,0.1945,0.1736,0.2951,0.1439,baseline
CP-SYN-002,2025-09-06,0.0466,0.1869,0.0808,0.2035,0.112,baseline
CP-SYN-002,2025-09-07,0.0224,0.2688,0.0715,0.3092,0.1369,baseline
CP-SYN-002,2025-09-08,0.0357,0.0938,0.0768,0.4397,0.119,baseline
CP-SYN-002,2025-09-09,0.0376,0.1459,0.0786,0.2665,0.1072,baseline
CP-SYN-002,2025-09-10,0.0569,0.1671,0.0951,0.2509,0.1212,baseline
CP-SYN-002,2025-09-11,0.0607,0.2249,0.1106,0.3633,0.1571,baseline
CP-SYN-002,2025-09-12,0.047,0.297,0.1233,0.4488,0.185,baseline
CP-SYN-002,2025-09-13,0.0476,0.2218,0.0659,0.3016,0.1329,baseline
CP-SYN-002,2025-09-14,0.0745,0.1708,0.1746,0.3026,0.1528,baseline
CP-SYN-002,2025-09-15,0.0975,0.1161,0.0862,0.2504,0.1228,baseline
CP-SYN-002,2025-09-16,0.0803,0.2514,0.0962,0.2544,0.1524,baseline
CP-SYN-002,2025-09-17,0.0492,0.258,0.1418,0.294,0.1566,baseline
CP-SYN-002,2025-09-18,0.0366,0.2082,0.1065,0.3253,0.1368,baseline
CP-SYN-002,2025-09-19,0.0364,0.3392,0.0686,0.4512,0.1808,baseline
CP-SYN-002,2025-09-20,0.0918,0.2758,0.1937,0.3556,0.1977,baseline
CP-SYN-002,2025-09-21,0.0405,0.1582,0.0664,0.3837,0.1266,baseline
CP-SYN-002,2025-09-22,0.0056,0.0862,0.1766,0.4013,0.1193,baseline
CP-SYN-002,2025-09-23,0.0624,0.2739,0.1387,0.2813,0.1634,baseline
CP-SYN-002,2025-09-24,0.0059,0.3026,0.1223,0.1624,0.1269,baseline
CP-SYN-002,2025-09-25,0.0543,0.1625,0.0942,0.2672,0.1213,baseline
CP-SYN-002,2025-09-26,0.0665,0.1833,0.0423,0.3673,0.136,baseline
CP-SYN-002,2025-09-27,0.0646,0.0859,0.1205,0.3888,0.1297,baseline
CP-SYN-002,2025-09-28,0.0454,0.215,0.0618,0.125,0.103,baseline
CP-SYN-002,2025-09-29,0.0657,0.193,0.1215,0.2765,0.1403,baseline
CP-SYN-002,2025-09-30,0.0422,0.213,0.0968,0.3866,0.1475,baseline
CP-SYN-002,2025-10-01,0.0373,0.0844,0.1072,0.1697,0.0829,baseline
CP-SYN-002,2025-10-02,0.0,0.1123,0.0781,0.2204,0.0767,baseline
CP-SYN-002,2025-10-03,0.0039,0.182,0.1608,0.3829,0.1367,baseline
CP-SYN-002,2025-10-04,0.0502,0.2737,0.078,0.2118,0.1359,baseline
CP-SYN-002,2025-10-05,0.0704,0.1133,0.1167,0.2974,0.1244,baseline
CP-SYN-002,2025-10-06,0.0391,0.1634,0.1569,0.1411,0.109,baseline
CP-SYN-002,2025-10-07,0.0581,0.1769,0.0629,0.3039,0.1256,baseline
CP-SYN-002,2025-10-08,0.0595,0.1952,0.1123,0.4415,0.1613,baseline
CP-SYN-002,2025-10-09,0.032,0.2334,0.0131,0.3457,0.1256,baseline
CP-SYN-002,2025-10-10,0.0,0.2505,0.0762,0.3164,0.1253,baseline
CP-SYN-002,2025-10-11,0.0063,0.2019,0.1412,0.362,0.1356,baseline
CP-SYN-002,2025-10-12,0.0495,0.1995,0.1573,0.3736,0.1572,baseline
CP-SYN-002,2025-10-13,0.0313,0.1536,0.066,0.2964,0.1086,baseline
CP-SYN-002,2025-10-14,0.0152,0.0273,0.0891,0.3253,0.0795,baseline
CP-SYN-002,2025-10-15,0.0556,0.2868,0.0354,0.2487,0.1383,baseline
CP-SYN-002,2025-10-16,0.0067,0.2197,0.0948,0.2519,0.1143,baseline
CP-SYN-002,2025-10-17,0.0512,0.1434,0.0489,0.4581,0.1348,baseline
CP-SYN-002,2025-10-18,0.0743,0.1853,0.0229,0.2786,0.1224,baseline
CP-SYN-002,2025-10-19,0.0672,0.2136,0.1505,0.4227,0.1738,baseline
CP-SYN-002,2025-10-20,0.0475,0.1626,0.0753,0.2587,0.1135,baseline
CP-SYN-002,2025-10-21,0.0771,0.1661,0.016,0.3465,0.1275,baseline
CP-SYN-002,2025-10-22,0.047,0.1626,0.0018,0.417,0.1224,baseline
CP-SYN-002,2025-10-23,0.0709,0.109,0.1076,0.1916,0.1059,baseline
CP-SYN-002,2025-10-24,0.0092,0.0321,0.139,0.388,0.0977,baseline
CP-SYN-002,2025-10-25,0.0407,0.1952,0.1877,0.2245,0.1363,baseline
CP-SYN-002,2025-10-26,0.0145,0.2102,0.1275,0.2703,0.1244,baseline
CP-SYN-002,2025-10-27,0.0072,0.1386,0.1343,0.3715,0.1201,baseline
CP-SYN-002,2025-10-28,0.0,0.1022,0.0507,0.2975,0.0803,baseline
CP-SYN-002,2025-10-29,0.1162,0.1771,0.1031,0.2203,0.1444,baseline
CP-SYN-002,2025-10-30,0.1276,0.1518,0.0744,0.3156,0.1512,baseline
CP-SYN-002,2025-10-31,0.0103,0.2647,0.0996,0.2157,0.1226,baseline
CP-SYN-002,2025-11-01,0.0321,0.0485,0.0722,0.0725,0.0503,baseline
CP-SYN-002,2025-11-02,0.0365,0.1604,0.0706,0.2417,0.1051,baseline
CP-SYN-002,2025-11-03,0.0247,0.2987,0.172,0.283,0.1614,baseline
CP-SYN-002,2025-11-04,0.0843,0.1755,0.0849,0.2171,0.1271,baseline
CP-SYN-002,2025-11-05,0.0709,0.2494,0.0355,0.316,0.1452,baseline
CP-SYN-002,2025-11-06,0.0345,0.1278,0.0987,0.1081,0.0817,baseline
CP-SYN-002,2025-11-07,0.037,0.3512,0.1218,0.1864,0.1549,baseline
CP-SYN-002,2025-11-08,0.0666,0.2071,0.084,0.2414,0.1314,baseline
CP-SYN-002,2025-11-09,0.05,0.1526,0.0913,0.374,0.1325,baseline
CP-SYN-002,2025-11-10,0.0745,0.0963,0.0766,0.4607,0.1383,baseline
CP-SYN-002,2025-11-11,0.1039,0.2296,0.1805,0.4208,0.1982,baseline
CP-SYN-002,2025-11-12,0.046,0.0403,0.0969,0.1718,0.0736,baseline
CP-SYN-002,2025-11-13,0.0541,0.3397,0.1124,0.2215,0.1623,baseline
CP-SYN-002,2025-11-14,0.0149,0.043,0.0047,0.4627,0.0871,baseline
CP-SYN-002,2025-11-15,0.0757,0.1895,0.0924,0.2948,0.1403,baseline
CP-SYN-002,2025-11-16,0.0496,0.3114,0.1195,0.1018,0.1369,baseline
CP-SYN-002,2025-11-17,0.0818,0.0456,0.0797,0.1614,0.0843,baseline
CP-SYN-002,2025-11-18,0.0512,0.0994,0.0311,0.1953,0.0809,baseline
CP-SYN-002,2025-11-19,0.0744,0.1851,0.1334,0.436,0.1681,baseline
CP-SYN-002,2025-11-20,0.0572,0.2456,0.0515,0.2915,0.1383,baseline
CP-SYN-002,2025-11-21,0.0155,0.2443,0.1453,0.3966,0.1558,baseline
CP-SYN-002,2025-11-22,0.0492,0.2716,0.0927,0.2439,0.1427,baseline
CP-SYN-002,2025-11-23,0.0651,0.2581,0.2102,0.3729,0.1885,baseline
CP-SYN-002,2025-11-24,0.017,0.1218,0.0349,0.3077,0.0904,baseline
CP-SYN-002,2025-11-25,0.017,0.309,0.0854,0.3642,0.1558,baseline
CP-SYN-002,2025-11-26,0.0546,0.2275,0.0482,0.2967,0.1328,baseline
CP-SYN-002,2025-11-27,0.0372,0.1919,0.1062,0.3681,0.1393,baseline
CP-SYN-002,2025-11-28,0.036,0.2659,0.1165,0.4639,0.1738,baseline
CP-SYN-002,2025-11-29,0.0,0.1486,0.1629,0.0479,0.0769,baseline
CP-SYN-002,2025-11-30,0.0945,0.2066,0.0,0.3726,0.1453,baseline
CP-SYN-002,2025-12-01,0.0184,0.127,0.1732,0.2613,0.113,baseline
CP-SYN-002,2025-12-02,0.0212,0.3606,0.1465,0.2665,0.1679,baseline
CP-SYN-002,2025-12-03,0.0263,0.1837,0.1789,0.2017,0.1225,baseline
CP-SYN-002,2025-12-04,0.0118,0.302,0.0859,0.31,0.1439,baseline
CP-SYN-002,2025-12-05,0.0657,0.1688,0.0,0.2788,0.1103,baseline
CP-SYN-002,2025-12-06,0.0872,0.3738,0.0941,0.2971,0.1917,baseline
CP-SYN-002,2025-12-07,0.091,0.2477,0.1148,0.1021,0.1366,baseline
CP-SYN-002,2025-12-08,0.0375,0.2172,0.0243,0.2634,0.1137,baseline
CP-SYN-002,2025-12-09,0.1013,0.1794,0.0283,0.1113,0.1077,baseline
